GENE,SGDID,CHROM,START,END
LSR1,YNCB0019C,chrII,680688,681862
LST4,YKL176C,chrXI,115500,117986
LST7,YGR057C,chrVII,604773,605501
LST8,YNL006W,chrXIV,620067,620978
LTE1,YAL024C,chrI,101565,105872
LTO1,YNL260C,chrXIV,156859,157347
LTP1,YPR073C,chrXVI,691933,692418
LTV1,YKL143W,chrXI,176781,178172
LUC7,YDL087C,chrIV,300214,300999
LUG1,YLR352W,chrXII,831116,833539
LYP1,YNL268W,chrXIV,138550,140385
LYS1,YIR034C,chrIX,419615,420736
LYS12,YIL094C,chrIX,186517,187632
LYS14,YDR034C,chrIV,509737,512109
LYS2,YBR115C,chrII,469748,473926
LYS20,YDL182W,chrIV,133437,134723
LYS21,YDL131W,chrIV,227393,228715
LYS4,YDR234W,chrIV,931129,933210
LYS5,YGL154C,chrVII,215278,216096
LYS9,YNR050C,chrXIV,714048,715388
MAC1,YMR021C,chrXIII,317165,318418
MAD1,YGL086W,chrVII,347119,349368
MAD2,YJL030W,chrX,387657,388247
MAD3,YJL013C,chrX,409493,411040
MAE1,YKL029C,chrXI,382716,384725
MAF1,YDR005C,chrIV,456836,458103
MAG1,YER142C,chrV,455146,456036
MAG2,YLR427W,chrXII,988428,990440
MAK10,YEL053C,chrV,53901,56102
MAK11,YKL021C,chrXI,397344,398750
MAK16,YAL025C,chrI,100225,101145
MAK21,YDR060W,chrIV,570649,573726
MAK3,YPR051W,chrXVI,664960,665490
MAK31,YCR020C-A,chrIII,154830,155096
MAK32,YCR019W,chrIII,152837,153928
MAK5,YBR142W,chrII,528317,530638
MAL11,YGR289C,chrVII,1073963,1075813
MAL12,YGR292W,chrVII,1076599,1078353
MAL13,YGR288W,chrVII,1070293,1071714
MAL31,YBR298C,chrII,802631,804475
MAL32,YBR299W,chrII,805351,807105
MAL33,YBR297W,chrII,800523,801929
MAM1,YER106W,chrV,372326,373234
MAM3,YOL060C,chrXV,214017,216137
MAM33,YIL070C,chrIX,230272,231072
MAN2,YNR073C,chrXIV,774792,776300
MAP1,YLR244C,chrXII,625168,626331
MAP2,YBL091C,chrII,47363,48628
MAS1,YLR163C,chrXII,491866,493254
MAS2,YHR024C,chrVIII,157744,159192
MATALPHA1,YCR040W,chrIII,200442,200969
MATALPHA2,YCR039C,chrIII,199546,200178
MAY24,YPR153W,chrXVI,833689,834245
MBA1,YBR185C,chrII,599123,599959
MBB1,YJL199C,chrX,59856,60182
MBF1,YOR298C-A,chrXV,877230,877685
MBP1,YDL056W,chrIV,352877,355378
MBR1,YKL093W,chrXI,264789,265808
MCA1,YOR197W,chrXV,717086,718384
MCD1,YDL003W,chrIV,444683,446383
MCD4,YKL165C,chrXI,137932,140691
MCH1,YDL054C,chrIV,359825,361285
MCH2,YKL221W,chrXI,6107,7528
MCH4,YOL119C,chrXV,94856,96361
MCH5,YOR306C,chrXV,889867,891432
MCK1,YNL307C,chrXIV,56446,57573
MCM1,YMR043W,chrXIII,353871,354731
MCM10,YIL150C,chrIX,61013,62728
MCM16,YPR046W,chrXVI,656799,657344
MCM2,YBL023C,chrII,174920,177526
MCM21,YDR318W,chrIV,1103758,1104947
MCM22,YJR135C,chrX,676059,676778
MCM3,YEL032W,chrV,86937,89852
MCM4,YPR019W,chrXVI,596750,599551
MCM5,YLR274W,chrXII,691555,693882
MCM6,YGL201C,chrVII,117854,120907
MCM7,YBR202W,chrII,625772,628309
MCO10,YOR020W-A,chrXV,371685,371957
MCO12,YKL018C-A,chrXI,403580,403879
MCO14,YHL018W,chrVIII,69708,70070
MCO32,YGR053C,chrVII,594986,595837
MCO6,YJL127C-B,chrX,181551,181709
MCP1,YOR228C,chrXV,766869,767777
MCR1,YKL150W,chrXI,166544,167452
MCT1,YOR221C,chrXV,756476,757558
MCX1,YBR227C,chrII,673572,675134
MCY1,YGR012W,chrVII,513159,514340
MDE1,YJR024C,chrX,470230,470964
MDG1,YNL173C,chrXIV,308957,310057
MDH1,YKL085W,chrXI,279123,280127
MDH2,YOL126C,chrXV,81787,82920
MDH3,YDL078C,chrIV,315357,316388
MDJ1,YFL016C,chrVI,104701,106236
MDJ2,YNL328C,chrXIV,22834,23274
MDL1,YLR188W,chrXII,528300,530387
MDL2,YPL270W,chrXVI,30482,32803
MDM1,YML104C,chrXIII,58939,62322
MDM10,YAL010C,chrI,134184,135665
MDM12,YOL009C,chrXV,309324,310139
MDM20,YOL076W,chrXV,187024,189414
MDM30,YLR368W,chrXII,857540,859336
MDM31,YHR194W,chrVIII,488657,490396
MDM32,YOR147W,chrXV,606607,608475
MDM34,YGL219C,chrVII,82878,84257
MDM35,YKL053C-A,chrXI,339182,339442
MDM36,YPR083W,chrXVI,704854,706593
MDM38,YOL027C,chrXV,272003,273724
MDR1,YGR100W,chrVII,690245,693097
MDS3,YGL197W,chrVII,124698,129161
MDV1,YJL112W,chrX,205305,207449
MDY2,YOL111C,chrXV,108258,108896
MEC1,YBR136W,chrII,505668,512774
MEC3,YLR288C,chrXII,713480,714904
MED1,YPR070W,chrXVI,685898,687598
MED11,YMR112C,chrXIII,494100,494495
MED2,YDL005C,chrIV,441014,442309
MED4,YOR174W,chrXV,658747,659601
MED6,YHR058C,chrVIII,218997,219884
MED7,YOL135C,chrXV,69376,70044
MED8,YBR193C,chrII,609082,609753
MEF1,YLR069C,chrXII,271630,273915
MEF2,YJL102W,chrX,231301,233760
MEH1,YKR007W,chrXI,451434,451988
MEI4,YER044C-A,chrV,238460,239774
MEI5,YPL121C,chrXVI,320962,321630
MEK1,YOR351C,chrXV,995018,996511
MEO1,YBR126W-A,chrII,490850,491056
MEP1,YGR121C,chrVII,731449,732927
MEP2,YNL142W,chrXIV,357453,358952
MEP3,YPR138C,chrXVI,810984,812453
MER1,YNL210W,chrXIV,250931,251743
MES1,YGR264C,chrVII,1019598,1021853
MET1,YKR069W,chrXI,571612,573393
MET10,YFR030W,chrVI,213312,216419
MET12,YPL023C,chrXVI,504339,506312
MET13,YGL125W,chrVII,272520,274322
MET14,YKL001C,chrXI,438777,439385
MET16,YPR167C,chrXVI,876847,877632
MET17,YLR303W,chrXII,732542,733876
MET18,YIL128W,chrIX,113806,116904
MET2,YNL277W,chrXIV,117349,118809
MET22,YOL064C,chrXV,206103,207176
MET28,YIR017C,chrIX,383556,384119
MET3,YJR010W,chrX,456239,457774
MET30,YIL046W,chrIX,268651,270573
MET31,YPL038W,chrXVI,480535,481068
MET32,YDR253C,chrIV,963990,964565
MET4,YNL103W,chrXIV,427735,429753
MET5,YJR137C,chrX,678957,683285
MET6,YER091C,chrV,339864,342167
MET7,YOR241W,chrXV,786995,788641
MET8,YBR213W,chrII,650368,651192
MEU1,YLR017W,chrXII,177608,178621
MEX67,YPL169C,chrXVI,229039,230838
MFA1,YDR461W,chrIV,1385176,1385286
MFA2,YNL145W,chrXIV,352414,352530
MF(ALPHA)1,YPL187W,chrXVI,193648,194145
MF(ALPHA)2,YGL089C,chrVII,344791,345153
MFB1,YDR219C,chrIV,905455,906852
MFG1,YDL233W,chrIV,36797,38173
MFM1,YPL060W,chrXVI,434523,435764
MFT1,YML062C,chrXIII,147505,148683
MGA1,YGR249W,chrVII,988049,989419
MGA2,YIR033W,chrIX,416124,419465
MGE1,YOR232W,chrXV,774573,775259
MGL2,YMR210W,chrXIII,687516,688865
MGM1,YOR211C,chrXV,738924,741569
MGM101,YJR144W,chrX,700882,701691
MGP12,YDR286C,chrIV,1035231,1035575
MGR1,YCL044C,chrIII,47111,48364
MGR2,YPL098C,chrXVI,364386,364727
MGR3,YMR115W,chrXIII,497704,499209
MGS1,YNL218W,chrXIV,238238,240001
MGT1,YDL200C,chrIV,100501,101067
MHF1,YOL086W-A,chrXV,159173,159445
MHF2,YDL160C-A,chrIV,169366,169608
MHO1,YJR008W,chrX,452430,453446
MHP1,YJL042W,chrX,361249,365445
MHR1,YDR296W,chrIV,1055212,1055892
MHT1,YLL062C,chrXII,16639,17613
MIA40,YKL195W,chrXI,75821,77032
MIC10,YCL057C-A,chrIII,24032,24325
MIC12,YBR262C,chrII,735720,736040
MIC19,YFR011C,chrVI,166746,167258
MIC26,YGR235C,chrVII,961360,962061
MIC27,YNL100W,chrXIV,437613,438317
MIC60,YKR016W,chrXI,469717,471339
MID1,YNL291C,chrXIV,84169,85815
MID2,YLR332W,chrXII,790676,791806
MIF2,YKL089W,chrXI,273394,275043
MIG1,YGL035C,chrVII,431548,433062
MIG2,YGL209W,chrVII,95858,97006
MIG3,YER028C,chrV,210692,211876
MIH1,YMR036C,chrXIII,341856,343520
MIL1,YFL034W,chrVI,65477,68698
MIM1,YOL026C,chrXV,274012,274353
MIM2,YLR099W-A,chrXII,341325,341588
MIN10,YFR032C-B,chrVI,223710,223973
MIN3,YMR182W-A,chrXIII,625811,625897
MIN4,YML007C-A,chrXIII,253162,253272
MIN6,YBL039W-B,chrII,143393,143572
MIN7,YBR201C-A,chrII,624493,624696
MIN8,YPR010C-A,chrXVI,582373,582734
MIN9,YKL023C-A,chrXI,393146,393373
MIP1,YOR330C,chrXV,939621,943385
MIP6,YHR015W,chrVIII,134554,136533
MIR1,YJR077C,chrX,577255,578190
MIS1,YBR084W,chrII,411054,413981
MIT1,YEL007W,chrV,141892,143892
MIX14,YDR031W,chrIV,503498,503863
MIX17,YMR002W,chrXIII,272193,272663
MIX23,YBL107C,chrII,9961,10551
MIY2,YPL191C,chrXVI,183597,184679
MKC7,YDR144C,chrIV,744311,746101
MKK1,YOR231W,chrXV,772601,774127
MKK2,YPL140C,chrXVI,287514,289034
MKS1,YNL076W,chrXIV,483556,485310
MKT1,YNL085W,chrXIV,467131,469623
MLC1,YGL106W,chrVII,306560,307009
MLC2,YPR188C,chrXVI,911988,912479
MLF3,YNL074C,chrXIV,486766,488124
MLH1,YMR167W,chrXIII,594886,597195
MLH2,YLR035C,chrXII,212369,214456
MLH3,YPL164C,chrXVI,239350,241497
MLO1,YMR252C,chrXIII,775315,775719
MLO127,YJR039W,chrX,503936,507301
MLO50,YLR049C,chrXII,243886,245172
MLP1,YKR095W,chrXI,619805,625432
MLP2,YIL149C,chrIX,63028,68067
MLS1,YNL117W,chrXIV,406358,408022
MME1,YMR166C,chrXIII,593367,594473
MMF1,YIL051C,chrIX,257843,258280
MMM1,YLL006W,chrXII,136586,137866
MMO1,YKL044W,chrXI,356322,356642
MMP1,YLL061W,chrXII,17956,19707
MMR1,YLR190W,chrXII,535214,536689
MMS1,YPR164W,chrXVI,870703,874926
MMS2,YGL087C,chrVII,346406,346904
MMS21,YEL019C,chrV,120498,121301
MMS22,YLR320W,chrXII,771940,776304
MMS4,YBR098W,chrII,441515,443590
MMT1,YMR177W,chrXIII,616566,618098
MMT2,YPL224C,chrXVI,126634,128088
MNC1,YBR056W-A,chrII,351255,351455
MND1,YGL183C,chrVII,156543,157285
MND2,YIR025W,chrIX,403659,404765
MNE1,YOR350C,chrXV,992864,994855
MNL1,YHR204W,chrVIII,506319,508709
MNL2,YLR057W,chrXII,255306,257855
MNN1,YER001W,chrV,153520,155808
MNN10,YDR245W,chrIV,952800,953981
MNN11,YJL183W,chrX,84068,85336
MNN14,YJR061W,chrX,550511,553318
MNN2,YBR015C,chrII,267710,269503
MNN4,YKL201C,chrXI,63930,67466
MNN5,YJL186W,chrX,80155,81915
MNN9,YPL050C,chrXVI,460779,461966
MNP1,YGL068W,chrVII,375087,375671
MNR2,YKL064W,chrXI,317764,320673
MNS1,YJR131W,chrX,667644,669293
MNT2,YGL257C,chrVII,12481,14157
MNT3,YIL014W,chrIX,326103,327995
MNT4,YNR059W,chrXIV,736803,738545
MOB1,YIL106W,chrIX,166415,167444
MOB2,YFL034C-B,chrVI,63016,63993
MOD5,YOR274W,chrXV,837674,838960
MOG1,YJR074W,chrX,573095,573751
MOH1,YBL049W,chrII,126828,127244
MON1,YGL124C,chrVII,274780,276714
MON2,YNL297C,chrXIV,71673,76583
MOR1,YDR366C,chrIV,1212438,1212836
MOT1,YPL082C,chrXVI,398480,404083
MOT2,YER068W,chrV,293050,294813
MOT3,YMR070W,chrXIII,409154,410626
MPA43,YNL249C,chrXIV,179394,181022
MPC1,YGL080W,chrVII,358636,359028
MPC2,YHR162W,chrVIII,423072,423461
MPC3,YGR243W,chrVII,977336,977776
MPC54,YOR177C,chrXV,665785,667179
MPD1,YOR288C,chrXV,852121,853077
MPD2,YOL088C,chrXV,153912,154745
MPE1,YKL059C,chrXI,328118,329443
MPH1,YIR002C,chrIX,357415,360396
MPH2,YDL247W,chrIV,5985,7814
MPH3,YJR160C,chrX,738008,739816
MPM1,YJL066C,chrX,314114,314872
MPO1,YGL010W,chrVII,475545,476069
MPP10,YJR002W,chrX,438865,440646
MPP6,YNR024W,chrXIV,672409,672969
MPS1,YDL028C,chrIV,400997,403291
MPS2,YGL075C,chrVII,366925,368088
MPS3,YJL019W,chrX,402897,404945
MPT5,YGL178W,chrVII,167352,170571
MRC1,YCL061C,chrIII,18816,22106
MRD1,YPR112C,chrXVI,749256,751919
MRE11,YMR224C,chrXIII,718575,720653
MRF1,YGL143C,chrVII,234717,235958
MRH1,YDR033W,chrIV,508147,509109
MRH4,YGL064C,chrVII,381523,383208
MRI1,YPR118W,chrXVI,767752,768987
MRK1,YDL079C,chrIV,312951,314748
MRL1,YPR079W,chrXVI,698869,700014
MRM1,YOR201C,chrXV,720470,721708
MRM2,YGL136C,chrVII,252897,253859
MRN1,YPL184C,chrXVI,195950,197788
MRP1,YDR347W,chrIV,1169178,1170143
MRP10,YDL045W-A,chrIV,372248,372535
MRP13,YGR084C,chrVII,647123,648142
MRP17,YKL003C,chrXI,437097,437492
MRP2,YPR166C,chrXVI,876282,876629
MRP20,YDR405W,chrIV,1277646,1278437
MRP21,YBL090W,chrII,48825,49358
MRP35,YNL122C,chrXIV,398023,398370
MRP4,YHL004W,chrVIII,99219,100403
MRP49,YKL167C,chrXI,133721,134134
MRP51,YPL118W,chrXVI,326628,327662
MRP7,YNL005C,chrXIV,621313,622428
MRP8,YKL142W,chrXI,178515,179174
MRPL1,YDR116C,chrIV,682724,683581
MRPL10,YNL284C,chrXIV,103134,104102
MRPL11,YDL202W,chrIV,98475,99224
MRPL13,YKR006C,chrXI,450423,451217
MRPL15,YLR312W-A,chrXII,759480,760241
MRPL16,YBL038W,chrII,146187,146885
MRPL17,YNL252C,chrXIV,171441,172286
MRPL19,YNL185C,chrXIV,292193,292669
MRPL20,YKR085C,chrXI,599094,599681
MRPL22,YNL177C,chrXIV,303686,304615
MRPL23,YOR150W,chrXV,611999,612490
MRPL24,YMR193W,chrXIII,650036,650812
MRPL25,YGR076C,chrVII,637104,637577
MRPL27,YBR282W,chrII,768240,768680
MRPL28,YDR462W,chrIV,1386073,1386516
MRPL3,YMR024W,chrXIII,321875,323047
MRPL31,YKL138C,chrXI,185286,185681
MRPL32,YCR003W,chrIII,118620,119171
MRPL33,YMR286W,chrXIII,841942,842202
MRPL35,YDR322W,chrIV,1110589,1111692
MRPL36,YBR122C,chrII,483970,484503
MRPL37,YBR268W,chrII,741299,741616
MRPL38,YKL170W,chrXI,130634,131050
MRPL39,YML009C,chrXIII,251304,251516
MRPL4,YLR439W,chrXII,1014491,1015450
MRPL40,YPL173W,chrXVI,223143,224036
MRPL44,YMR225C,chrXIII,720960,721403
MRPL49,YJL096W,chrX,246490,246975
MRPL50,YNR022C,chrXIV,669774,670193
MRPL51,YPR100W,chrXVI,729791,730213
MRPL6,YHR147C,chrVIII,392639,393283
MRPL7,YDR237W,chrIV,936615,937493
MRPL8,YJL063C,chrX,315759,316475
MRPL9,YGR220C,chrVII,936074,936883
MRPS12,YNR036C,chrXIV,694361,694822
MRPS16,YPL013C,chrXVI,528985,529350
MRPS17,YMR188C,chrXIII,636291,637004
MRPS18,YNL306W,chrXIV,58155,58808
MRPS28,YDR337W,chrIV,1146319,1147179
MRPS35,YGR165W,chrVII,829116,830153
MRPS5,YBR251W,chrII,721390,722313
MRPS8,YMR158W,chrXIII,572248,572715
MRPS9,YBR146W,chrII,535260,536096
MRS1,YIR021W,chrIX,397294,398385
MRS2,YOR334W,chrXV,944596,946008
MRS3,YJL133W,chrX,160619,161563
MRS4,YKR052C,chrXI,532550,533464
MRS6,YOR370C,chrXV,1029183,1030994
MRT4,YKL009W,chrXI,426242,426952
MRX1,YER077C,chrV,314534,316600
MRX10,YDR282C,chrIV,1023511,1024755
MRX11,YPL041C,chrXVI,475118,475741
MRX12,YJR003C,chrX,440994,442553
MRX14,YDR115W,chrIV,682175,682492
MRX15,YNR040W,chrXIV,699690,700460
MRX16,YDR132C,chrIV,718816,720303
MRX18,YBR056W,chrII,347879,349384
MRX19,YDL183C,chrIV,130871,131833
MRX20,YFR045W,chrVI,241998,242999
MRX21,YPR011C,chrXVI,583062,584042
MRX3,YBL095W,chrII,43277,44089
MRX4,YPL168W,chrXVI,231217,232509
MRX6,YNL295W,chrXIV,76946,78520
MRX7,YNL211C,chrXIV,250055,250315
MRX8,YDR336W,chrIV,1145092,1146036
MRX9,YDL027C,chrIV,403695,404957
MSA1,YOR066W,chrXV,449436,451325
MSA2,YKR077W,chrXI,583653,584744
MSB1,YOR188W,chrXV,685767,689180
MSB2,YGR014W,chrVII,516943,520863
MSB3,YNL293W,chrXIV,80640,82541
MSB4,YOL112W,chrXV,106710,108188
MSC1,YML128C,chrXIII,15135,16676
MSC2,YDR205W,chrIV,859346,861520
MSC3,YLR219W,chrXII,574151,576337
MSC6,YOR354C,chrXV,1001147,1003225
MSC7,YHR039C,chrVIII,184875,186809
MSD1,YPL104W,chrXVI,355700,357676
MSE1,YOL033W,chrXV,263475,265085
MSF1,YPR047W,chrXVI,657529,658938
MSG5,YNL053W,chrXIV,529942,531411
MSH1,YHR120W,chrVIII,349574,352453
MSH2,YOL090W,chrXV,147382,150276
MSH3,YCR092C,chrIII,276764,279820
MSH4,YFL003C,chrVI,134521,137157
MSH5,YDL154W,chrIV,178334,181039
MSH6,YDR097C,chrIV,640109,643837
MSI1,YBR195C,chrII,610614,611882
MSK1,YNL073W,chrXIV,488386,490116
MSL1,YIR009W,chrIX,374525,374860
MSL5,YLR116W,chrXII,380822,382252
MSM1,YGR171C,chrVII,840824,842551
MSN1,YOL116W,chrXV,99809,100957
MSN2,YMR037C,chrXIII,344403,346517
MSN4,YKL062W,chrXI,323228,325120
MSN5,YDR335W,chrIV,1141168,1144842
MSO1,YNR049C,chrXIV,713023,713655
MSP1,YGR028W,chrVII,542203,543291
MSR1,YHR091C,chrVIII,284839,286770
MSS1,YMR023C,chrXIII,319437,321017
MSS11,YMR164C,chrXIII,587274,589550
MSS116,YDR194C,chrIV,845952,847946
MSS18,YPR134W,chrXVI,798051,798857
MSS2,YDL107W,chrIV,268921,269976
MSS4,YDR208W,chrIV,868224,870563
MSS51,YLR203C,chrXII,550650,551960
MST1,YKL194C,chrXI,77258,78646
MST27,YGL051W,chrVII,403687,404391
MST28,YAR033W,chrI,188107,188811
MSW1,YDR268W,chrIV,1004004,1005143
MSY1,YPL097W,chrXVI,364952,366430
MTC1,YJL123C,chrX,188004,189440
MTC2,YKL098W,chrXI,256770,257843
MTC3,YGL226W,chrVII,73340,73711
MTC4,YBR255W,chrII,724456,726540
MTC5,YDR128W,chrIV,709549,712995
MTC6,YHR151C,chrVIII,399268,400848
MTC7,YEL033W,chrV,86179,86598
MTD1,YKR080W,chrXI,590395,591357
MTE1,YGR042W,chrVII,579476,580291
MTF1,YMR228W,chrXIII,724626,725651
MTF2,YDL044C,chrIV,373967,375289
MTG1,YMR097C,chrXIII,459424,460527
MTG2,YHR168W,chrVIII,440377,441933
MTH1,YDR277C,chrIV,1014401,1015702
MTL1,YGR023W,chrVII,529264,530919
MTM1,YGR257C,chrVII,1006205,1007305
MTO1,YGL236C,chrVII,53787,55796
MTQ1,YNL063W,chrXIV,507758,508702
MTQ2,YDR140W,chrIV,734138,734803
MTR10,YOR160W,chrXV,633839,636757
MTR2,YKL186C,chrXI,92744,93298
MTR3,YGR158C,chrVII,805269,806021
MTR4,YJL050W,chrX,342522,345743
MTW1,YAL034W-A,chrI,79718,80587
MUB1,YMR100W,chrXIII,466300,468162
MUD1,YBR119W,chrII,479338,480323
MUD2,YKL074C,chrXI,294610,296193
MUK1,YPL070W,chrXVI,420948,422786
MUM2,YBR057C,chrII,352193,353293
MUM3,YOR298W,chrXV,875599,877038
MUP1,YGR055W,chrVII,599417,601141
MUP3,YHL036W,chrVIII,26241,27881
MUS81,YDR386W,chrIV,1246084,1247982
MVB12,YGR206W,chrVII,910432,910737
MVD1,YNR043W,chrXIV,701895,703085
MVP1,YMR004W,chrXIII,274017,275552
MXR1,YER042W,chrV,234937,235491
MXR2,YCL033C,chrIII,62776,63282
MYG1,YER156C,chrV,483325,484341
MYO1,YHR023W,chrVIII,151666,157452
MYO2,YOR326W,chrXV,925721,930445
MYO3,YKL129C,chrXI,196349,200167
MYO4,YAL029C,chrI,87855,92270
MYO5,YMR109W,chrXIII,486587,490246
MZM1,YDR493W,chrIV,1436217,1436588
NAB2,YGL122C,chrVII,278946,280523
NAB3,YPL190C,chrXVI,185317,187725
NAB6,YML117W,chrXIII,34243,37647
NAF1,YNL124W,chrXIV,392892,394370
NAG1,YGR031C-A,chrVII,546809,547300
NAM2,YLR382C,chrXII,882067,884751
NAM7,YMR080C,chrXIII,426712,429627
NAM8,YHR086W,chrVIII,278153,279724
NAM9,YNL137C,chrXIV,368595,370055
NAN1,YPL126W,chrXVI,310210,312900
NAP1,YKR048C,chrXI,525387,526640
NAR1,YNL240C,chrXIV,198502,199977
NAS2,YIL007C,chrIX,342994,343656
NAS6,YGR232W,chrVII,953960,954646
NAT1,YDL040C,chrIV,378874,381438
NAT2,YGR147C,chrVII,786054,786920
NAT3,YPR131C,chrXVI,793911,794498
NAT4,YMR069W,chrXIII,407709,408566
NAT5,YOR253W,chrXV,804377,804907
NBA1,YOL070C,chrXV,197220,198725
NBL1,YHR199C-A,chrVIII,498571,498859
NBP1,YLR457C,chrXII,1055812,1056771
NBP2,YDR162C,chrIV,780390,781100
NBP35,YGL091C,chrVII,342056,343042
NCA2,YPR155C,chrXVI,835563,837413
NCA3,YJL116C,chrX,193860,194873
NCB2,YDR397C,chrIV,1266366,1266898
NCE101,YJL205C,chrX,50139,50443
NCE102,YPR149W,chrXVI,829918,830439
NCE103,YNL036W,chrXIV,559814,560479
NCL1,YBL024W,chrII,172534,174588
NCP1,YHR042W,chrVIII,190543,192618
NCR1,YPL006W,chrXVI,544631,548143
NCS2,YNL119W,chrXIV,401040,402521
NCS6,YGL211W,chrVII,92512,93591
NCW1,YMR122W-A,chrXIII,511315,511569
NCW2,YLR194C,chrXII,540809,541573
NDC1,YML031W,chrXIII,214189,216156
NDC80,YIL144W,chrIX,78074,80149
NDD1,YOR372C,chrXV,1034807,1036471
NDE1,YMR145C,chrXIII,554793,556475
NDE2,YDL085W,chrIV,303211,304848
NDI1,YML120C,chrXIII,28266,29807
NDJ1,YOL104C,chrXV,116396,117454
NDL1,YLR254C,chrXII,644404,644973
NDT80,YHR124W,chrVIII,356561,358444
NEJ1,YLR265C,chrXII,674427,675455
NEL1,YHR035W,chrVIII,178219,180111
NEM1,YHR004C,chrVIII,111754,113094
NEO1,YIL048W,chrIX,261437,264892
NET1,YJL076W,chrX,295245,298814
NEW1,YPL226W,chrXVI,121767,125357
NFG1,YLR042C,chrXII,229966,230451
NFI1,YOR156C,chrXV,628360,630540
NFS1,YCL017C,chrIII,92777,94270
NFT1,YKR103W,chrXI,653080,656736
NFU1,YKL040C,chrXI,361058,361828
NGG1,YDR176W,chrIV,814452,816560
NGK1,YLR446W,chrXII,1025214,1026515
NGL1,YOL042W,chrXV,249825,250916
NGL2,YMR285C,chrXIII,840144,841691
NGL3,YML118W,chrXIII,32334,33851
NGR1,YBR212W,chrII,647886,649904
NHA1,YLR138W,chrXII,418437,421394
NHP10,YDL002C,chrIV,446967,447578
NHP2,YDL208W,chrIV,87512,87982
NHP6A,YPR052C,chrXVI,665693,665974
NHP6B,YBR089C-A,chrII,426190,426489
NHX1,YDR456W,chrIV,1367485,1369386
NIC96,YFR002W,chrVI,150016,152535
NIF3,YGL221C,chrVII,81426,82292
NIP1,YMR309C,chrXIII,892988,895426
NIP100,YPL174C,chrXVI,220167,222773
NIP7,YPL211W,chrXVI,153495,154040
NIS1,YNL078W,chrXIV,479768,480991
NIT1,YIL164C,chrIX,34087,34686
NIT2,YJL126W,chrX,184501,185424
NIT3,YLR351C,chrXII,829489,830364
NKP1,YDR383C,chrIV,1239960,1240676
NKP2,YLR315W,chrXII,764808,765269
NMA1,YLR328W,chrXII,784913,786118
NMA111,YNL123W,chrXIV,394685,397678
NMA2,YGR010W,chrVII,511545,512732
NMD2,YHR077C,chrVIII,252374,255756
NMD3,YHR170W,chrVIII,443828,445384
NMD4,YLR363C,chrXII,852495,853151
NMD5,YJR132W,chrX,669522,672668
NME1,YNCN0013W,chrXIV,585587,585926
NMT1,YLR195C,chrXII,541937,543304
NNF1,YJR112W,chrX,637030,637635
NNF2,YGR089W,chrVII,656960,659770
NNK1,YKL171W,chrXI,127475,130261
NNR1,YNL200C,chrXIV,263713,264453
NNR2,YKL151C,chrXI,164917,165930
NNT1,YLR285W,chrXII,707360,708145
NOB1,YOR056C,chrXV,430247,431626
NOC2,YOR206W,chrXV,727512,729644
NOC3,YLR002C,chrXII,154343,156334
NOC4,YPR144C,chrXVI,819765,821423
NOG1,YPL093W,chrXVI,370978,372921
NOG2,YNR053C,chrXIV,721120,723112
NOP1,YDL014W,chrIV,427364,428347
NOP10,YHR072W-A,chrVIII,241664,241840
NOP12,YOL041C,chrXV,251267,252646
NOP13,YNL175C,chrXIV,307401,308612
NOP14,YDL148C,chrIV,188154,190586
NOP15,YNL110C,chrXIV,417826,418488
NOP16,YER002W,chrV,156803,157498
NOP19,YGR251W,chrVII,995639,996229
NOP2,YNL061W,chrXIV,510540,512396
NOP4,YPL043W,chrXVI,469939,471996
NOP53,YPL146C,chrXVI,276162,277529
NOP56,YLR197W,chrXII,546097,547611
NOP58,YOR310C,chrXV,896825,898360
NOP6,YDL213C,chrIV,77289,77966
NOP7,YGR103W,chrVII,695417,697234
NOP8,YOL144W,chrXV,53098,54552
NOP9,YJL010C,chrX,417562,419562
NOT3,YIL038C,chrIX,280142,282652
NOT5,YPR072W,chrXVI,690107,691789
NPA3,YJR072C,chrX,570967,572124
NPC2,YDL046W,chrIV,371240,371761
NPL3,YDR432W,chrIV,1328783,1330027
NPL4,YBR170C,chrII,576344,578086
NPL6,YMR091C,chrXIII,450058,451365
NPP1,YCR026C,chrIII,164111,166339
NPP2,YEL016C,chrV,124737,126218
NPR1,YNL183C,chrXIV,293137,295509
NPR2,YEL062W,chrV,34407,36254
NPR3,YHL023C,chrVIII,59123,62563
NPT1,YOR209C,chrXV,736437,737726
NPY1,YGL067W,chrVII,376101,377255
NQM1,YGR043C,chrVII,580435,581436
NRD1,YNL251C,chrXIV,172588,174315
NRE1,YIR035C,chrIX,421026,421790
NRG1,YDR043C,chrIV,542674,543369
NRG2,YBR066C,chrII,370037,370699
NRK1,YNL129W,chrXIV,381480,382202
NRM1,YNR009W,chrXIV,642690,643439
NRP1,YDL167C,chrIV,160995,163154
NRS1,YLR053C,chrXII,248100,248426
NRT1,YOR071C,chrXV,459480,461276
NSA1,YGL111W,chrVII,299978,301369
NSA2,YER126C,chrV,413394,414179
NSE1,YLR007W,chrXII,164392,165402
NSE3,YDR288W,chrIV,1037195,1038106
NSE4,YDL105W,chrIV,272389,273597
NSE5,YML023C,chrXIII,226994,228664
NSG1,YHR133C,chrVIII,370722,371597
NSG2,YNL156C,chrXIV,341069,341968
NSI1,YDR026C,chrIV,492556,494268
