REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY,UniprotID,UniparcID
YEL068C,YEL068C,S000000794,chrV,25646,25978,-1,110,,Protein of unknown function,Protein whose biological role is unknown; localizes to the endoplasmic reticulum,P39977,UPI000013AC48
YEL073C,YEL073C,S000000799,chrV,7230,7553,-1,107,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P39974,UPI000013AC5A
YEL074W,YEL074W,S000000800,chrV,6126,6464,1,112,,Dubious open reading frame,,P39973,UPI000013AC5B
YEL075C,YEL075C,S000000801,chrV,5345,5713,-1,122,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P39972,UPI000013AC5C
YEL075W-A,YEL075W-A,S000002956,chrV,4870,5481,1,203,,Dubious open reading frame,,P89888,UPI000006AF3C
YEL076C,YEL076C,S000000802,chrV,4464,5114,-1,216,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P39971,UPI000013AC5D
YEL076C-A,YEL076C-A,S000002955,chrV,4185,5114,-1,216,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P0CX16,UPI000006C306
YEL077C,YEL077C,S000006409,chrV,264,4097,-1,1277,,Helicase-like protein encoded within the telomeric Y' element,,Q3E7X8,UPI0000168307
YEL077W-A,YEL077W-A,S000028621,chrV,630,1112,1,160,,Dubious open reading frame,,P0CX95,UPI0000069950
YER006C-A,YER006C-A,S000028745,chrV,164344,164661,-1,105,,Dubious open reading frame,,A0A023PXI8,UPI000017937E
YER010C,YER010C,S000000812,chrV,172634,173338,-1,234,,Bifunctional HMG aldolase/oxaloacetate decarboxylase,,P40011,UPI000013AC81
YER023C-A,YER023C-A,S000028622,chrV,201522,201734,-1,70,,Dubious open reading frame,,Q8TGP2,UPI000006C1E0
YER034W,YER034W,S000000836,chrV,221846,222403,1,185,,Protein of unknown function,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study,P40022,UPI000013AC91
YER039C-A,YER039C-A,S000007226,chrV,229263,229481,-1,72,,Putative protein of unknown function,Predicted integral membrane protein whose biological role is unknown,P0CD97,UPI000016830E
YER046W-A,YER046W-A,S000028747,chrV,243700,244029,1,109,,Dubious open reading frame,,A0A023PZF5,UPI0000179099
YER053C-A,YER053C-A,S000007523,chrV,260933,261046,-1,37,,Protein of unknown function,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study,Q3E7B0,UPI0000168310
YER066C-A,YER066C-A,S000002959,chrV,291703,292203,-1,166,,Dubious open reading frame,,P87263,UPI000006AC65
YER067C-A,YER067C-A,S000028748,chrV,292240,292563,-1,107,,Dubious open reading frame,,A0A023PYE4,UPI00001791D7
YER068C-A,YER068C-A,S000028749,chrV,295301,295732,-1,143,,Dubious open reading frame,,A0A023PXC7,UPI000017908A
YER076C,YER076C,S000000878,chrV,312590,313498,-1,302,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the mitochondrion in large scale studies,P40049,UPI000013ACAA
YER076W-A,YER076W-A,S000028750,chrV,313390,313737,1,115,,Dubious open reading frame,,A0A023PXJ3,UPI000176C761
YER078W-A,YER078W-A,S000028546,chrV,318646,318810,1,54,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,Q3E7A2,UPI00001B65A5
YER079C-A,YER079C-A,S000028751,chrV,319902,320240,-1,112,,Dubious open reading frame,,A0A023PZB8,UPI000176C762
YER079W,YER079W,S000000881,chrV,318920,319552,1,210,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study,P40052,UPI000013ACAD
YER084W,YER084W,S000000886,chrV,327065,327451,1,128,,Protein of unknown function,Protein whose biological role and cellular location are unknown,P40057,UPI000013ACB1
YER084W-A,YER084W-A,S000028752,chrV,327598,328110,1,170,,Dubious open reading frame,,A0A023PZG0,UPI000176C764
YER085C,YER085C,S000000887,chrV,327619,328140,-1,173,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P40058,UPI000013ACB2
YER087C-A,YER087C-A,S000028753,chrV,331817,332368,-1,183,,Dubious open reading frame,,A0A023PYE9,UPI000176C765
YER088C-A,YER088C-A,S000028754,chrV,335696,336019,-1,107,,Dubious open reading frame,,A0A023PXD3,UPI000176C766
YER088W-B,YER088W-B,S000028623,chrV,335927,336073,1,48,,Dubious open reading frame,,Q8TGR4,UPI000006A8A7
YER090C-A,YER090C-A,S000029725,chrV,338322,338411,-1,29,,Dubious open reading frame,,P0C5M8,UPI00015E168E
YER091C-A,YER091C-A,S000007238,chrV,342390,342611,-1,73,,Dubious open reading frame,,Q02590,UPI0000069522
YER097W,YER097W,S000000899,chrV,355140,355469,1,109,,Dubious open reading frame,,P40062,UPI000013ACB6
YER107W-A,YER107W-A,S000028755,chrV,374394,374714,1,106,,Dubious open reading frame,,A0A023PXJ7,UPI000176C767
YER108C,YER108C,S000117700,chrV,375211,376995,-1,594,,Merged ORF,,,N/A
YER119C-A,YER119C-A,S000002961,chrV,400867,401238,-1,123,,Dubious open reading frame,,P87191,UPI000006A28E
YER121W,YER121W,S000000923,chrV,402375,402719,1,114,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P40076,UPI000013ACC0
YER133W-A,YER133W-A,S000028756,chrV,437191,437532,1,113,,Dubious open reading frame,,A0A023PZC3,UPI000176C768
YER134C,YER134C,S000000936,chrV,437267,437803,-1,178,,Magnesium-dependent acid phosphatase,Protein tyrosine phosphatase involved in peptidyl-tyrosine dephosphorylation,P40081,UPI000013ACC6
YER135C,YER135C,S000000937,chrV,437952,438344,-1,130,,Putative protein of unknown function,,P40082,UPI000013ACC7
YER137C,YER137C,S000000939,chrV,441373,441819,-1,148,,Protein of unknown function,Protein whose biological role and cellular location are unknown,P40083,UPI000013ACC8
YER137C-A,YER137C-A,S000007402,chrV,447702,449024,-1,440,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,,P0CX71,UPI000006BB18
YER137W-A,YER137W-A,S000028757,chrV,441575,441880,1,101,,Dubious open reading frame,,A0A023PZG5,UPI000176C763
YER138C,YER138C,S000000940,chrV,443756,449024,-1,1755,,Retrotransposon TYA Gag and TYB Pol genes,,Q03612,UPI0000069F36
YER138W-A,YER138W-A,S000007239,chrV,449474,449578,1,34,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P0C270,UPI0000168316
YER145C-A,YER145C-A,S000028758,chrV,462386,462823,-1,145,,Putative protein of unknown function,,A0A023PYF4,UPI00001791DE
YER147C-A,YER147C-A,S000028759,chrV,465203,465613,-1,136,,Dubious open reading frame,,A0A023PXD5,UPI000176C769
YER148W-A,YER148W-A,S000028760,chrV,466185,466763,1,192,,Dubious open reading frame,,A0A023PXK2,UPI00001792FF
YER152C,YER152C,S000000954,chrV,472657,473988,-1,443,,Protein with 2-aminoadipate transaminase activity,,P10356,UPI000013ACCB
YER152W-A,YER152W-A,S000028761,chrV,473485,474051,1,188,,Dubious open reading frame,,A0A023PZC7,UPI000176C76A
YER158C,YER158C,S000000960,chrV,488857,490578,-1,573,,Protein of unknown function,Protein whose biological role and cellular location are unknown,P40095,UPI000013ACCE
YER158W-A,YER158W-A,S000028624,chrV,491487,491702,1,71,,Dubious open reading frame,,Q8TGR3,UPI000006A559
YER159C-A,YER159C-A,S000007403,chrV,496802,498124,-1,440,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,,P0CX66,UPI000013BA27
YER160C,YER160C,S000000962,chrV,492856,498124,-1,1755,,Retrotransposon TYA Gag and TYB Pol genes,,Q03619,UPI000006BF46
YER165C-A,YER165C-A,S000028762,chrV,512627,512983,-1,118,,Dubious open reading frame,,A0A023PZH1,UPI0000179C34
YER172C-A,YER172C-A,S000028763,chrV,536275,536655,-1,126,,Dubious open reading frame,,A0A023PYF7,UPI00001790A4
YER175W-A,YER175W-A,S000028625,chrV,540650,540814,1,54,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,Q8TGU4,UPI000006BF5C
YER181C,YER181C,S000000983,chrV,551473,551796,-1,107,,Mitochondrial protein of unknown function,,P40097,UPI000013AA7E
YER186C,YER186C,S000000988,chrV,561705,562625,-1,306,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P40101,UPI000013AA91
YER186W-A,YER186W-A,S000007427,chrV,565667,566260,1,197,,Deleted ORF,,,N/A
YER187W,YER187W,S000000989,chrV,566230,566655,1,141,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P40102,UPI000013AA94
YER188C-A,YER188C-A,S000028764,chrV,569608,569907,-1,99,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P0C0V2,UPI0000179A04
YER188W,YER188W,S000000990,chrV,568040,568759,1,239,,Putative protein of unknown function,,P40103,UPI000013AA99
YER189W,YER189W,S000000991,chrV,571155,571523,1,122,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P40104,UPI000013AAA0
YER190C-A,YER190C-A,S000028626,chrV,574804,575379,-1,191,,Dubious open reading frame,,P0CL27,UPI0000069687
YER190C-B,YER190C-B,S000028627,chrV,575680,576162,-1,160,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown,P0CX94,UPI0000069950
YFL057C,AAD16,S000001837,chrVI,14305,14763,-1,152,Aryl Alcohol Dehydrogenase,Putative aryl alcohol dehydrogenase,,P43546,UPI000013AE5F
YFL056C,AAD6,S000001838,chrVI,14305,15431,-1,374,Aryl-Alcohol Dehydrogenase,Putative aryl-alcohol dehydrogenase,Putative aryl-alcohol dehydrogenase involved in aldehyde metabolism,P43547,UPI00001250A0
YFL039C,ACT1,S000001855,chrVI,53260,54696,-1,375,ACTin,"Actin, structural protein in cytoskeleton",Structural constituent of the cytoskeleton; involved in cell polarity and actomyosin contractile ring assembly during cell division,P60010,UPI0000052DE4
YFL055W,AGP3,S000001839,chrVI,17004,18680,1,558,high-Affinity Glutamine Permease,Low-affinity amino acid permease,Amino acid transmembrane transporter that localizes to the endoplasmic reticulum,P43548,UPI00001256F9
YFL030W,AGX1,S000001864,chrVI,76831,77988,1,385,Alanine:Glyoxylate aminotrans(X)ferase,Alanine:glyoxylate aminotransferase (AGT),Mitochondrial alanine-glyoxylate transaminase that catalyzes the conversion of alanine and glyoxylate to pyruvate and glycine,P43567,UPI000013AE1E
YFR016C,AIP5,S000001912,chrVI,177042,180743,-1,1233,Actin Interacting Protein,Protein that positively regulates actin assembly,Protein whose biological role is unknown; localizes to both the cytoplasm and bud in a large-scale study,P43597,UPI000013AEA4
YFL050C,ALR2,S000001844,chrVI,33272,35848,-1,858,ALuminum Resistance,Probable Mg(2+) transporter,Inorganic cation transmembrane transporter that moves magnesium ions; localizes to plasma membrane and cell periphery,P43553,UPI00001258DD
YFL054C,AQY3,S000001840,chrVI,20847,22787,-1,646,AQuaporin from Yeast,Putative channel-like protein,Transmembrane transporter localized to cell periphery,P43549,UPI000013AE5C
YFR021W,ATG18,S000001917,chrVI,194812,196314,1,500,AuTophaGy related,Phosphoinositide binding protein,"Subunit of the phosphatidylinositol 3-kinase complex that binds phosphatidylinositol-3,5-bisphosphate and ubiquitin; involved in macroautophagy, cytoplasm-to-vacuole targeting (CVT) pathway late nucleophagy, peroxisomal degradation, piecemeal microautophagy of nucleus, vacuolar protein processing and late endosome to vacuole transport; localizes to the  pre-autophagosomal structure (PAS)",P43601,UPI000005328A
YFL010W-A,AUA1,S000001955,chrVI,114990,115274,1,94,Amino acid Uptake Activation,Protein required for the negative regulation by ammonia of Gap1p,Protein of unknown function involved in amino acid transport,P32450,UPI000012665E
YFL007W,BLM10,S000001887,chrVI,123479,129910,1,2143,BLeoMycin resistance,Proteasome activator,"Proteasome-binding peptidase activator involved in proteasome assembly and nuclear import, also regulates activity and localization of proteasome to storage granules; localizes to nucleus",P43583,UPI00001D477C
YFR047C,BNA6,S000001943,chrVI,244279,245166,-1,295,Biosynthesis of Nicotinic Acid,Quinolinate phosphoribosyl transferase,Quinolinate phosphoribosyl transferase involved in de novo NAD biosynthesis from tryptophan; localizes to both the cytoplasm and nucleus,P43619,UPI000012FC9F
YFL025C,BST1,S000001869,chrVI,84145,87234,-1,1029,Bypass of Sec Thirteen,GPI inositol deacylase of the endoplasmic reticulum (ER),"Phosphatidylinositol deacylase involved in vesicle organization, ER-to-Golgi vesicle-mediated transport, GPI anchor metabolism, protein retention in ER lumen, protein-lipid complex remodeling, and ER-associated ubiquitin-dependent protein catabolism; localizes to endoplasmic reticulum",P43571,UPI000013ADF4
YFL023W,BUD27,S000001871,chrVI,90986,93376,1,796,BUD site selection,Unconventional prefoldin protein involved in translation initiation,Cytoplasmic protein involved in assembly of RNA polymerases and formation of translation preinitiation complex,P43573,UPI000013ADF2
YFL028C,CAF16,S000001866,chrVI,79344,80213,-1,289,CCR4 Associated Factor,Part of evolutionarily-conserved CCR4-NOT regulatory complex,Component of the CCR4-NOT complex involved in regulation of transcription from RNA Polymerase II promoter; predicted to have ATPase activity,P43569,UPI000013ADF6
YFL029C,CAK1,S000001865,chrVI,78055,79161,-1,368,Cdk-Activating Kinase,Cyclin-dependent kinase-activating kinase,Cytoplasmic cyclin-dependent protein kinase activating kinase involved in negative regulation of transcription initiation in meiosis and G2/M mitotic transition,P43568,UPI0000126E24
YFR028C,CDC14,S000001924,chrVI,208413,210068,-1,551,Cell Division Cycle,Protein phosphatase required for mitotic exit,"Phosphatase involved in mitotic exit, chromosome segregation, meiotic spindle disassembly, stress response and cytokinesis; subunit of the RENT complex; localizes to the nucleolus and spindle pole body",Q00684,UPI000004DC1A
YFR036W,CDC26,S000001932,chrVI,226963,227337,1,124,Cell Division Cycle,Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C),"Subunit of anaphase-promoting ubiquitin ligase complex that degrades mitotic cyclins and anaphase inhibitory protein, thereby triggering sister chromatid separation and exit from mitosis; involved in chromatin assembly; localizes to both nucleus and cytosol",P14724,UPI000012722C
YFL009W,CDC4,S000001885,chrVI,116145,118484,1,779,Cell Division Cycle,F-box protein required for both the G1/S and G2/M phase transitions,Subunit of the Skp1/Cul1/F-box (SCF) protein complex which contributes to proteasomal-dependent ubiquitin protein ligase activity involved in protein catabolism; required for both the G1/S and G2/M phase transitions of the mitotic cell cycle; required for meiotic nuclear division; localizes to the nucleus,P07834,UPI0000127254
YFR014C,CMK1,S000001910,chrVI,172537,173877,-1,446,CalModulin dependent protein Kinase,Calmodulin-dependent protein kinase,Cytoplasmic calmodulin-dependent protein kinase involved in signal transduction,P27466,UPI000012DC8C
