REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY
YDR269C,YDR269C,S000002677,chrIV,1005665,1005988,-1,107,,Dubious open reading frame,
YDR271C,YDR271C,S000002679,chrIV,1008395,1008766,-1,123,,Dubious open reading frame,
YDR274C,YDR274C,S000002682,chrIV,1011589,1011960,-1,123,,Putative protein of unknown function,
YDR278C,YDR278C,S000002686,chrIV,1017001,1017318,-1,105,,Putative protein of unknown function,
YDR290W,YDR290W,S000002698,chrIV,1039370,1039699,1,109,,Dubious open reading frame,
YDR316W-A,YDR316W-A,S000007398,chrIV,1096064,1097386,1,440,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,
YDR316W-B,YDR316W-B,S000007399,chrIV,1096064,1101332,1,1755,,Retrotransposon TYA Gag and TYB Pol genes,
YDR320W-B,YDR320W-B,S000028821,chrIV,1108484,1108621,1,45,,Dubious open reading frame,
YDR327W,YDR327W,S000002735,chrIV,1125302,1125628,1,108,,Dubious open reading frame,
YDR338C,YDR338C,S000002746,chrIV,1147379,1149466,-1,695,,Putative protein of unknown function,Putative drug transporter
YDR340W,YDR340W,S000002748,chrIV,1150881,1151183,1,100,,Putative protein of unknown function,
YDR341C,YDR341C,S000002749,chrIV,1151803,1153626,-1,607,,Arginyl-tRNA synthetase,Mitochondrial arginyl-tRNA synthetase that performs arginyl-tRNA aminoacylation by coupling arginine to arginyl-tRNA
YDR344C,YDR344C,S000002752,chrIV,1162006,1162449,-1,147,,Putative protein of unknown function,
YDR354C-A,YDR354C-A,S000028613,chrIV,1185139,1185282,-1,47,,Dubious open reading frame,
YDR355C,YDR355C,S000002763,chrIV,1186067,1186369,-1,100,,Dubious open reading frame,
YDR365W-A,YDR365W-A,S000007400,chrIV,1206997,1208319,1,440,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,
YDR365W-B,YDR365W-B,S000007401,chrIV,1206997,1212265,1,1755,,Retrotransposon TYA Gag and TYB Pol genes,
YDR371C-A,YDR371C-A,S000028822,chrIV,1219509,1219613,-1,34,,Dubious open reading frame,
YDR391C,YDR391C,S000002799,chrIV,1257358,1258056,-1,232,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YDR396W,YDR396W,S000002804,chrIV,1266295,1266795,1,166,,Dubious open reading frame unlikely to encode a functional protein,
YDR401W,YDR401W,S000002809,chrIV,1272223,1272786,1,187,,Dubious open reading frame,
YDR406W-A,YDR406W-A,S000028543,chrIV,1283799,1284044,1,81,,Dubious open reading frame unlikely to encode a functional protein,
YDR413C,YDR413C,S000002821,chrIV,1294836,1295411,-1,191,,Dubious open reading frame,
YDR415C,YDR415C,S000002823,chrIV,1297037,1298161,-1,374,,Putative aminopeptidase,Protein whose biological role is unknown; localizes to the vacuole
YDR417C,YDR417C,S000002825,chrIV,1301555,1301926,-1,123,,Dubious open reading frame,
YDR426C,YDR426C,S000002834,chrIV,1321629,1322006,-1,125,,Dubious open reading frame,
YDR431W,YDR431W,S000002839,chrIV,1328390,1328701,1,103,,Dubious open reading frame,
YDR433W,YDR433W,S000002841,chrIV,1329600,1330040,1,146,,Dubious open reading frame,
YDR442W,YDR442W,S000002850,chrIV,1345647,1346039,1,130,,Dubious open reading frame,
YDR444W,YDR444W,S000002852,chrIV,1350290,1352353,1,687,,Putative hydrolase acting on ester bonds,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YDR445C,YDR445C,S000002853,chrIV,1352182,1352589,-1,135,,Dubious open reading frame,
YDR455C,YDR455C,S000002863,chrIV,1367373,1367681,-1,102,,Dubious open reading frame,
YDR464C-A,YDR464C-A,S000028614,chrIV,1392492,1392680,-1,62,,Dubious open reading frame unlikely to encode a functional protein,
YDR467C,YDR467C,S000002875,chrIV,1397583,1397909,-1,108,,Dubious open reading frame,
YDR474C,YDR474C,S000002882,chrIV,1407452,1409119,-1,555,,Merged open reading frame,
YDR476C,YDR476C,S000002884,chrIV,1410453,1411127,-1,224,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study
YDR491C,YDR491C,S000002899,chrIV,1434500,1434991,-1,163,,Dubious open reading frame,
YDR509W,YDR509W,S000002917,chrIV,1468226,1468573,1,115,,Dubious open reading frame,
YDR510C-A,YDR510C-A,S000028615,chrIV,1469695,1469811,-1,38,,Dubious open reading frame unlikely to encode a functional protein,
YDR514C,YDR514C,S000002922,chrIV,1471548,1472999,-1,483,,Protein of unknown function that localizes to mitochondria,Protein whose biological role is unknown; localizes to the mitochondrion and to the nucleus in a large-scale study
YDR521W,YDR521W,S000002929,chrIV,1483141,1483476,1,111,,Dubious ORF that overlaps YDR520C,
YDR524C-A,YDR524C-A,S000028616,chrIV,1489871,1489990,-1,39,,Dubious open reading frame unlikely to encode a functional protein,
YDR524C-B,YDR524C-B,S000028739,chrIV,1489598,1489798,-1,66,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the endoplasmic reticulum
YDR524W-C,YDR524W-C,S000028740,chrIV,1489403,1489492,1,29,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YDR526C,YDR526C,S000002934,chrIV,1491075,1491545,-1,156,,Dubious open reading frame,
YDR535C,YDR535C,S000002943,chrIV,1506606,1507362,-1,166,,Dubious open reading frame,
YDR537C,YDR537C,S000002945,chrIV,1510856,1511461,-1,201,,Dubious open reading frame,
YDR541C,YDR541C,S000002949,chrIV,1519664,1520698,-1,344,,Aldehyde reductase,Aldehyde reductase with a role in detoxifying furfural
YDR543C,YDR543C,S000002951,chrIV,1524634,1524933,-1,99,,Dubious open reading frame,
YDR544C,YDR544C,S000002952,chrIV,1525095,1525523,-1,142,,Dubious open reading frame,
YDR545C-A,YDR545C-A,S000028617,chrIV,1530863,1531342,-1,159,,Dubious open reading frame,
YIL044C,AGE2,S000001306,chrIX,272950,273846,-1,298,ArfGAP Effector,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector,"GTPase activator involved in intra-Golgi- and ER-to-Golgi vesicle-mediated transport; localizes to cytosol, colocalizes with clathrin-coated vesicles"
YIL087C,AIM19,S000001349,chrIX,199646,200119,-1,157,Altered Inheritance rate of Mitochondria,Protein of unknown function,Protein whose biological role is unknown; localized to mitochondria
YIL158W,AIM20,S000001420,chrIX,46201,46815,1,204,Altered Inheritance rate of Mitochondria,Protein of unknown function,"Protein whose biological role is unknown; localized to nucleus, cytoplasm, and vacuole"
YIR003W,AIM21,S000001442,chrIX,360885,362924,1,679,Altered Inheritance rate of Mitochondria,Subunit of a complex that associates with actin filaments,"Contibutes to actin filament binding with Tda2p, and inhibits barbed-end elongation of actin filaments; involved in mitochondrial movement along actin filaments; localizes to actin cortical patches and to the mating projection tip in large-scale studies"
YIL079C,AIR1,S000001341,chrIX,210923,212005,-1,360,Arginine methyltransferase-Interacting RING finger protein,Zinc knuckle protein,Polynucleotide adenylyltransferase involved in nuclear polyadenylation-dependent RNA catabolism; subunit of TRAMP complex
YIL040W,APQ12,S000001302,chrIX,277723,278139,1,138,APical growth revealed by Quantitative morphological analysis,Nuclear envelope/ER integral membrane protein,"Integral membrane protein of the nuclear envelope and ER; involved in lipid homeostasis; role in nuclear export of mRNA, and nuclear envelope organization"
YIL062C,ARC15,S000001324,chrIX,243998,244462,-1,154,ARp2/3 Complex subunit,Subunit of the ARP2/3 complex,mRNA binding protein; involved in actin cortical patch organization and mitochondrial inheritance; subunit of Arp2/3 complex; localizes to outer mitochondrial membrane
YIL130W,ASG1,S000001392,chrIX,102782,105676,1,964,Activator of Stress Genes,Zinc cluster protein proposed to be a transcriptional regulator,Sequence-specific DNA binding protein; localizes to nucleus
YIL146C,ATG32,S000001408,chrIX,74184,75773,-1,529,AuTophaGy related,Mitochondrial outer membrane protein required to initiate mitophagy,Mitochondrial outer membrane protein involved in mitochondrial degradation
YIL156W-B,ATG44,S000028511,chrIX,47690,47973,1,73,AuTophaGy related,Mitochondrial fission factor (mitofissin) essential for mitophagy,Lipid-binding protein of the mitochondrial intermembrane space; involved in mitochondrial fission as required for mitophagy
YIL088C,AVT7,S000001350,chrIX,197931,199403,-1,490,Amino acid Vacuolar Transport,Vacuolar amino acid transporter,Protein of unknown biological role; predicted to be an amino acid transporter; localizes to the vacuole
YIL140W,AXL2,S000001402,chrIX,85366,87837,1,823,AXiaL 2 bud site selection,Integral plasma membrane protein,Protein involved in axial cellular bud site selection; localizes to bud neck and bud neck septin ring
YIL124W,AYR1,S000001386,chrIX,126204,127097,1,297,1-AcyldihYdroxyacetone-phosphate Reductase,Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase,"Bifunctional triacylglycerol lipase involved in phosphatidic acid biosynthesis and triglyeride catabolic process; localizes to endoplasmi reticulum, cytoplasm and mitochondria"
YIL015W,BAR1,S000001277,chrIX,322342,324105,1,587,BARrier to the alpha factor response,Aspartyl protease secreted to periplasmic space of mating type a cell,Endopeptidase involved in response to pheromone; localizes to cell periphery
YIL033C,BCY1,S000001295,chrIX,290419,291669,-1,416,Bypass of CYclic-AMP requirement,Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA),"cAMP-dependent protein kinase inhibitor involved in the regulation of signaling; localizes to the nucleus, cytoplasm and plasma membrane"
YIL004C,BET1,S000001266,chrIX,347946,348505,-1,142,Blocked Early in Transport,Type II membrane protein required for vesicular transport,SNAP receptor involved in endoplasmic reticulum to Golgi vesicle-mediated transport and vesicle fusion; integral membrane protein; subunit of SNARE complex and COPII-coated vesicles
YIL096C,BMT5,S000001358,chrIX,182117,183127,-1,336,Base Methyltransferase of Twenty five S rRNA,Methyltransferase required for m3U2634 methylation of the 25S rRNA,Nucleolar S-adenosylmethionine-dependent rRNA (uridine-N3-)-methyltransferase involved in rRNA base methylation
YIL159W,BNR1,S000001421,chrIX,41825,45952,1,1375,BNi1 Related,Formin,"Prolifin binding protein involved in actin filament bundle assembly, actin nucleation and positive regulation of actin cytoskeleton reorganization; localizes to bud neck"
YIL083C,CAB2,S000001345,chrIX,203556,204653,-1,365,Coenzyme A Biosynthesis,Phosphopantothenoylcysteine synthetase (PPCS),Phosphopantothenoylcysteine synthetase subunit of the CoA-synthesizing complex that is involved in coenzyme A biosynthetic process
YIL034C,CAP2,S000001296,chrIX,289226,290089,-1,287,CAPping,Beta subunit of the capping protein heterodimer (Cap1p and Cap2p),"Actin filament binding protein involved in barbed-end actin filament capping and filamentous growth; localizes to many sites within the cell including incipient bud site, bud tip, mating projection tip, and actin cortical patches; subunit of F-actin capping protein complex"
YIL043C,CBR1,S000001305,chrIX,274072,274926,-1,284,Cytochrome b Reductase,Cytochrome b reductase and NADH-dependent reductase for Dph3p,Nuclear and mitochondrial protein with cytochrome-b5 reductase activity; involved in tRNA wobble uridine modification
YIL142W,CCT2,S000001404,chrIX,83302,84885,1,527,Chaperonin Containing TCP-1,Subunit beta of the cytosolic chaperonin Cct ring complex,Subunit of the chaperonin-containing T-complex (TriC) that mediates protein folding
YIL003W,CFD1,S000001265,chrIX,349122,350003,1,293,Cytosolic Fe-S cluster Deficient,Highly conserved iron-sulfur cluster binding protein,Subunit of the cytoplasmic CFD1-NBP35 complex; involved in iron-sulfur cluster assembly
YIL035C,CKA1,S000001297,chrIX,287790,288908,-1,372,Casein Kinase Alpha subunit,Alpha catalytic subunit of casein kinase 2 (CK2),"Catalytic subunit of the protein kinase CK2 complex; also a subunit of the UTP-C complex; involved in donor selection, response to DNA damage, and regulation of transcription by RNA Pol I and III"
YIL002W-A,CMI7,S000028835,chrIX,350301,350510,1,69,Cytosolic MIni protein of ~7 kDa,Putative mitochondrial protein of unknown function,Protein whose biological role and cellular location are unknown
YIL157C,COA1,S000001419,chrIX,46949,47542,-1,197,Cytochrome Oxidase Assembly,Mitochondrial inner membrane protein,Integral protein of the mitochondrial inner membrane; involved in assembly of cytochrome c oxidase
YIL111W,COX5B,S000001373,chrIX,155222,155765,1,151,Cytochrome c OXidase,Subunit Vb of cytochrome c oxidase,Subunit of the mitochondrial respiratory chain complex IV; contributes to cytochrome c oxidase activity and electron transport to oxygen
YIL132C,CSM2,S000001394,chrIX,99860,100501,-1,213,Chromosome Segregation in Meiosis,Subunit of the Shu complex (aka PCSS complex),Subunit of the Shu complex that is involved in error-free DNA post-replication repair; localized to chromosomes at sites of double-strand breaks
YIL169C,CSS1,S000001431,chrIX,23119,26106,-1,995,Condition Specific Secretion,"Protein of unknown function, secreted when constitutively expressed",Protein whose biological role is unknown; localizes to both the cell periphery and extracellular region
YIL036W,CST6,S000001298,chrIX,285666,287429,1,587,Chromosome STability,Basic leucine zipper (bZIP) transcription factor from ATF/CREB family,Sequence-specific DNA binding RNA polymerase II transcription factor involved in the cellular responses to carbon dioxide and oleic acid
YIR027C,DAL1,S000001466,chrIX,406260,407642,-1,460,Degradation of Allantoin,Allantoinase,Allantoinase that hydrolyzes allantoin to allantoate and plays a role in allantoin assimilation; cellular location is unknown
YIR029W,DAL2,S000001468,chrIX,410807,411838,1,343,Degradation of Allantoin,Allantoicase,Allantoicase that hydrolyzes allantoate to urea and helps breakdown allantoin; cellular location unknown
YIR032C,DAL3,S000001471,chrIX,415030,415617,-1,195,Degradation of Allantoin,Ureidoglycolate lyase,A ureidoglycolate lyase that is involved in the breakdown of allantoin; localized to membranes
YIR028W,DAL4,S000001467,chrIX,408468,410375,1,635,Degradation of Allantoin,Allantoin permease,Allantoin uptake transmembrane transporter involved in allantoin transport and catabolism; localizes to vacuole
YIR031C,DAL7,S000001470,chrIX,413015,414679,-1,554,Degradation of Allantoin,Malate synthase,A malate synthase involved in the breakdown of allantoin; localizes to the cytosol
YIR023W,DAL81,S000001462,chrIX,399777,402689,1,970,Degradation of Allantoin,Positive regulator of genes in multiple nitrogen degradation pathways,"A RNA polymerase II transcription coactivator involved in activation of transcription from RNA polymerase II promoter, positive regulation of urea catabolic process, and RNA polymerase II transcriptional preinitiation complex assembly; localized to nucleus"
