Database,UniparcID,Description,Start,End
Pfam,UPI000005314B,"Virilizer, yeast",17,906
Pfam,UPI000005302C,"Utp8, beta-propeller",1,416
Pfam,UPI000005302C,"Utp8, C-terminal",426,713
Pfam,UPI0000052E79,"Spt6-like, S1/OB domain",1119,1209
Pfam,UPI0000052E79,"Spt6, SH2 domain",1225,1436
Pfam,UPI0000052E79,"Transcription elongation factor Spt6, YqgF domain",744,895
Pfam,UPI0000052E79,"Transcription elongation factor Spt6, helix-hairpin-helix motif",897,1000
Pfam,UPI0000052E79,Helix-turn-helix DNA-binding domain of Spt6,337,445
Pfam,UPI0000052E79,"Tex-like, central region",540,724
Pfam,UPI0000052E79,"Spt6 acidic, N-terminal domain",38,127
Pfam,UPI0000137CC9,UPF3 domain,83,263
Pfam,UPI00001380F6,Phox homology,34,119
Pfam,UPI0000138955,Vacuolar ATPase assembly integral membrane protein Vma21,9,61
Pfam,UPI0000052F77,Sec1-like protein,33,572
Pfam,UPI000013344E,,48,462
Pfam,UPI000013B13C,Velum formation protein 1-like,7,206
Pfam,UPI000013B11B,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",7,404
Pfam,UPI000013B0E5,"Major facilitator, sugar transporter-like",32,484
Pfam,UPI00001387BB,Major facilitator superfamily,147,499
Pfam,UPI000013AF7B,mRNA splicing factor SYF2,60,209
Pfam,UPI0000036CFD,"V-type proton ATPase subunit S1/VOA1, transmembrane domain",218,256
Pfam,UPI000012B8DF,SLC35B1-4/HUT1,33,321
Pfam,UPI0000053073,"ATPase, V1 complex, subunit F",8,112
Pfam,UPI000013AFB9,AP180 N-terminal homology (ANTH) domain,5,265
Pfam,UPI0000136875,Adenosine deaminase/editase,76,357
Pfam,UPI000013AF74,SLC26A/SulP transporter domain,206,605
Pfam,UPI000013AF74,STAS domain,664,777
Pfam,UPI00000530CD,"Carbohydrate kinase FGGY, N-terminal",150,303
Pfam,UPI00000530CD,"Carbohydrate kinase FGGY, C-terminal",315,546
Pfam,UPI0000052FA3,"Transcription initiation factor TFIID subunit 1, histone acetyltransferase domain",439,883
Pfam,UPI0000052FA3,Zinc knuckle,1036,1063
Pfam,UPI0000052DE9,"TATA box binding protein associated factor (TAF), histone-like fold domain",9,74
Pfam,UPI0000052DE9,"TAF6, C-terminal HEAT repeat domain",215,409
Pfam,UPI000013B10A,Yip1 domain,115,301
Pfam,UPI000013B10B,GTP-binding nuclear protein Ran-related,1,311
Pfam,UPI00000531C7,"ABC transporter-like, ATP-binding domain",605,736
Pfam,UPI00000531C7,"ABC transporter type 1, transmembrane domain",208,478
Pfam,UPI0000052E27,Tetratricopeptide repeat,508,535
Pfam,UPI0000052E27,,133,178
Pfam,UPI000004F91A,"Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain",155,312
Pfam,UPI000004F91A,"Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain",2,102
Pfam,UPI0000052F07,"AAA ATPase, AAA+ lid domain",611,648
Pfam,UPI0000052F07,"ATPase, AAA-type, core",772,881
Pfam,UPI000013C482,Zinc/iron permease,48,372
Pfam,UPI000005319B,"TFIIF beta subunit, HTH domain",292,356
Pfam,UPI000005319B,"TFIIF, beta subunit, N-terminal",65,226
Pfam,UPI0000052E5B,"Eukaryotic translation initiation factor 4G1, eIF4E-binding domain",402,469
Pfam,UPI0000052E5B,"MIF4G-like, type 3",607,850
Pfam,UPI0000052DEA,"Eukaryotic translation initiation factor 4G1, eIF4E-binding domain",373,440
Pfam,UPI0000052DEA,"MIF4G-like, type 3",567,808
Pfam,UPI0000036C57,Ribosome-associated complex head domain,341,429
Pfam,UPI0000036C57,DnaJ domain,97,165
Pfam,UPI0000036C57,"Zuotin-like, zuotin homology domain",183,287
Pfam,UPI000012D5D1,Tim10-like,35,93
Pfam,UPI000013AF32,Mitochondrial import inner membrane translocase subunit Tim21,67,219
Pfam,UPI000013B04D,NAD-dependent epimerase/dehydratase,8,262
Pfam,UPI0000137192,RINT-1/Tip20,239,695
Pfam,UPI0000130CA7,Protein import receptor MAS20,16,147
Pfam,UPI0001F7BD47,SKG6/TOS2-like,32,103
Pfam,UPI000012DDCE,Protein kinase domain,51,344
Pfam,UPI000004F91C,Thioredoxin domain,6,101
Pfam,UPI000013B0B8,Forkhead-associated (FHA) domain,23,106
Pfam,UPI00001377D6,Actin-depolymerising factor homology domain,26,107
Pfam,UPI000013B0BA,MINDY deubiquitinase domain,4,262
Pfam,UPI000013B06F,tRNA wybutosine-synthesizing protein,9,226
Pfam,UPI000013AFD1,Putative RNA methyltransferase C9orf114-like,40,335
Pfam,UPI000013B0F0,"Oligopeptide transporter, OPT superfamily",23,717
Pfam,UPI000013B0D6,"Vesicle transport protein, Use1",51,232
Pfam,UPI000013B12F,CTLH/CRA C-terminal to LisH motif domain,771,929
Pfam,UPI000013B12F,SPRY domain,486,589
Pfam,UPI000012DD97,"Xrn1, N-terminal",1,227
Pfam,UPI000012DD97,"Exoribonuclease Xrn1, D2/D3 domain",918,1145
Pfam,UPI000012DD97,"Xrn1, helical domain",272,680
Pfam,UPI000012DD97,"5'-3' exoribonuclease 1, SH3-like domain",1163,1233
Pfam,UPI000012DD97,"5'-3' exoribonuclease 1, D1 domain",723,914
Pfam,UPI000013B088,YAP-binding/ALF4/Glomulin,1,633
Pfam,UPI0000053262,Rhodanese-like domain,14,130
Pfam,UPI000013B0E4,HD domain,38,194
Pfam,UPI0000052ED7,"Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain",154,261
Pfam,UPI0000052ED7,Oxidoreductase FAD/NAD(P)-binding,277,370
Pfam,UPI0000052ED7,Globin,27,131
Pfam,UPI000013B45D,Yip1 domain,103,244
Pfam,UPI000013B11C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain",187,343
Pfam,UPI000013B13D,Peptidase family A1 domain,67,114
Pfam,UPI000013BD27,Small GTPase,15,174
Pfam,UPI000013BFCF,"Sir1, ORC-binding domain",37,152
Pfam,UPI000013BFCF,"Helicase, C-terminal domain-like",1094,1197
Pfam,UPI000013BFCF,DEAD/DEAH box helicase domain,855,1026
Pfam,UPI000013B13E,Protein of unknown function DUF5341,3,122
Pfam,UPI000013C473,"Zinc finger, ZPR1-type",49,101
Pfam,UPI000013C473,"ZPR1, jelly-roll domain",114,237
Pfam,UPI000006A9CC,Ty transposon capsid protein,17,400
Pfam,UPI000006A31A,Ty transposon capsid protein,17,400
Pfam,UPI0001B7282A,Zinc finger C2H2-type,36,59
Pfam,UPI000006A491,Ty3 transposon capsid-like protein,17,205
Pfam,UPI000013B0E7,Small VCP/p97-interacting protein,65,127
Pfam,UPI000013AF5E,"LYC1, C-terminal domain",212,400
Pfam,UPI000006951C,"Integrase, catalytic core",1173,1265
Pfam,UPI000006951C,"Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain",858,958
Pfam,UPI000006951C,Reverse transcriptase domain,639,797
Pfam,UPI000006951C,"Peptidase A2B, Ty3 transposon peptidase",286,462
Pfam,UPI000006951C,Ty3 transposon capsid-like protein,17,205
Pfam,UPI000006951C,"Tf2-1-like, SH3-like domain",1384,1445
Pfam,UPI000006951C,Integrase zinc-binding domain,1091,1150
Pfam,UPI000013B101,Integral membrane bound transporter domain,655,780
Pfam,UPI000013B101,"Putative ER transporter, 6TM, N-terminal",10,437
Pfam,UPI000006B987,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1489
Pfam,UPI000006B987,Ty transposon capsid protein,17,400
Pfam,UPI000006B987,"Integrase, catalytic core",663,763
Pfam,UPI000013B123,,1,101
Pfam,UPI000013AFA2,GTP binding domain,7,123
Pfam,UPI000013AFA2,"Obg-like GTPase YGR210-like, G4 motif-containing domain",226,338
Pfam,UPI0000168325,Peptidase family A1 domain,5,58
Pfam,UPI000013AFC8,PhoD-like phosphatase,125,420
Pfam,UPI000013AF2A,"Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain",5,114
Pfam,UPI000006C437,Ty transposon capsid protein,17,400
Pfam,UPI000006C437,"Integrase, catalytic core",663,763
Pfam,UPI000006C437,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1488
Pfam,UPI000013B300,Chalcone isomerase,113,312
Pfam,UPI000013B301,Chalcone isomerase,97,303
Pfam,UPI000006AA1A,Ty transposon capsid protein,17,400
Pfam,UPI000006AA1A,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1487
Pfam,UPI000006AA1A,"Integrase, catalytic core",663,763
Pfam,UPI000013B2CF,Cell wall mannoprotein PIR repeat,101,116
Pfam,UPI0000052F6C,GNAT domain,88,167
Pfam,UPI000005327E,Mu homology domain,258,603
Pfam,UPI0000052FD5,"Translation initiation factor, beta propellor-like domain",228,427
Pfam,UPI0001F7BD48,Major facilitator superfamily,77,500
Pfam,UPI0000126051,Actin family,12,377
Pfam,UPI0000125F14,"Fumarate lyase, N-terminal",11,307
Pfam,UPI0000125F14,"Argininosuccinate lyase, C-terminal",370,438
Pfam,UPI0000125C64,"Ubiquitin-like modifier-activating enzyme Atg7, N-terminal",8,291
Pfam,UPI0000125C64,THIF-type NAD/FAD binding fold,309,562
Pfam,UPI000013AF6F,Protein of unknown function DUF5355,77,402
Pfam,UPI0000052E2C,Aminotransferase class IV,92,344
Pfam,UPI000013AF77,Transport and Golgi organisation protein 2,1,288
Pfam,UPI00000531D5,MIP18 family-like,107,181
Pfam,UPI0000052EFA,Cdc23,13,336
Pfam,UPI0000052EFA,Tetratricopeptide repeat,537,565
Pfam,UPI0000052EFA,,438,477
Pfam,UPI000013B2D9,Chitin synthase export chaperone,3,302
Pfam,UPI0000053118,Ribosomal protein uL1/ribosomal biogenesis protein,72,287
Pfam,UPI000013B2C8,CHCH,104,138
Pfam,UPI000012812A,"Cytochrome c oxidase, subunit Va/VI",46,144
Pfam,UPI0000128C7D,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,40,197
Pfam,UPI0000127F2F,Yeast membrane protein DUP/COS,256,353
Pfam,UPI000013B2A1,"Zinc finger, HIT-type",2,31
Pfam,UPI0000052F44,Septin-type guanine nucleotide-binding (G) domain,32,318
Pfam,UPI000013BA27,Ty transposon capsid protein,17,400
Pfam,UPI000006B914,Ty transposon capsid protein,17,396
Pfam,UPI000006C15D,"Integrase, catalytic core",659,759
Pfam,UPI000006C15D,"Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain",455,532
Pfam,UPI000006C15D,Ty transposon capsid protein,17,396
Pfam,UPI000006C15D,"Reverse transcriptase, RNA-dependent DNA polymerase",1296,1470
Pfam,UPI0000168D64,"Glutathione S-transferase, C-terminal",119,203
Pfam,UPI0000168D64,"Glutathione S-transferase, N-terminal",16,75
Pfam,UPI000013AFCD,Protein of unknown function DUF2406,33,111
Pfam,UPI0000053000,"Aminopeptidase N-like , N-terminal domain",12,194
Pfam,UPI0000053000,"Peptidase M1, membrane alanine aminopeptidase",228,445
Pfam,UPI0000053000,ERAP1-like C-terminal domain,517,832
Pfam,UPI000004F91F,TauD/TfdA-like domain,173,444
Pfam,UPI000012969C,Peptidase M18,25,478
Pfam,UPI000005305B,SH3 domain,584,631
Pfam,UPI000005305B,FCH domain,15,105
Pfam,UPI000005305B,SH3 domain,499,547
Pfam,UPI000013B28D,Brl1/Brr6 domain,296,427
Pfam,UPI0000168348,"Aminotransferase, class I/classII, large domain",100,496
Pfam,UPI000013B14E,Methyltransferase type 11,43,140
Pfam,UPI0000136060,"Peptidase S9, prolyl oligopeptidase, catalytic domain",715,920
Pfam,UPI0000136060,"Dipeptidylpeptidase IV, N-terminal domain",249,622
Pfam,UPI0000052DD1,Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term,24,186
Pfam,UPI000006B2FB,"General transcription factor TFIIH, subunit Tfb6",164,321
Pfam,UPI000012B225,,38,309
Pfam,UPI000012B225,WD40 repeat,382,419
Pfam,UPI0000136EAB,Purine-cytosine permease,35,467
Pfam,UPI000006A1F8,Proteasome component (PCI) domain,318,428
Pfam,UPI0001779C8B,,47,180
Pfam,UPI0000052F76,Target SNARE coiled-coil homology domain,280,331
Pfam,UPI0000111D89,"Thiamin pyrophosphokinase, catalytic domain",56,212
Pfam,UPI0000111D89,"Thiamin pyrophosphokinase, thiamin-binding domain",250,305
Pfam,UPI0000036C94,Cell wall mannoprotein PIR repeat,207,224
Pfam,UPI0000036C94,Stress-induced protein SRP1/TIP1,13,112
Pfam,UPI00001370F9,"Transcription factor IIA, alpha/beta subunit",176,285
Pfam,UPI0000137289,Phosphotransferase KptA/Tpt1,9,191
Pfam,UPI000006BE89,Major facilitator superfamily,100,505
Pfam,UPI0000036C96,,267,325
Pfam,UPI0000036C96,Tetratricopeptide repeat,75,106
Pfam,UPI0000036C96,"STI1/HOP, DP domain",528,580
Pfam,UPI0000036C96,Tetratricopeptide repeat,338,363
Pfam,UPI0000052EED,"Ribosomal RNA large subunit methyltransferase K/L-like, methyltransferase domain",184,297
Pfam,UPI0000069AF6,"Zinc finger, AN1-type",85,124
Pfam,UPI000006A25C,"Zinc finger, CCCH-type, TRM13",19,47
Pfam,UPI000006A25C,"TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain",72,96
Pfam,UPI000006A25C,Methyltransferase TRM13,179,473
Pfam,UPI000006A42C,Stress-induced protein SRP1/TIP1,13,113
Pfam,UPI000065C6A7,"ZC3H15/TMA46 family, C-terminal",219,309
Pfam,UPI0000052FAF,"Tricalbin-1-3-like, C2 domain",856,979
Pfam,UPI0000052FAF,C2 domain,659,756
Pfam,UPI0000129DE8,Translational (tr)-type GTP-binding domain,46,240
Pfam,UPI0000129DE8,"Translation elongation factor EFTu-like, domain 2",263,333
Pfam,UPI0000129DE8,"Translation elongation factor EFTu/EF1A, C-terminal",337,435
Pfam,UPI0000052E08,"Histidine phosphatase superfamily, clade-1",6,188
Pfam,UPI0000052E08,"Transcription factor TFIIIC, triple barrel domain",289,433
Pfam,UPI000006B08B,"Triacylglycerol lipase, N-terminal",47,175
Pfam,UPI000006B08B,Patatin-like phospholipase domain,183,384
Pfam,UPI000067CBBC,Translation machinery-associated protein 16,22,167
Pfam,UPI00001368EB,Amino acid permease/ SLC12A domain,86,541
Pfam,UPI00000694AD,tRNA methyltransferase TRMD/TRM10-type domain,104,276
Pfam,UPI0000137AD7,"SNARE-complex protein Syntaxin-18, N-terminal",3,90
Pfam,UPI0000136B7C,Zn(2)Cys(6) fungal-type DNA-binding domain,69,105
Pfam,UPI0000136B7C,"Transcription factor domain, fungi",329,579
Pfam,UPI00001379DB,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",736,1255
Pfam,UPI00001379DB,UCH repeated domain,529,576
Pfam,UPI000006B78B,"Transferrin receptor-like, dimerisation domain",668,799
Pfam,UPI000006B78B,Peptidase M28,425,608
Pfam,UPI00000532A6,"Aminoacyl-tRNA synthetase, class Ic",257,388
Pfam,UPI0000138F9F,Carbohydrate-binding WSC,42,122
Pfam,UPI000006A79E,"Hap4 transcription factor, heteromerisation domain",50,66
Pfam,UPI000006A79E,Basic-leucine zipper domain,129,184
Pfam,UPI0000052E1C,Transport protein particle (TRAPP) component,107,264
Pfam,UPI000005300B,"DNA topoisomerase I, DNA binding, eukaryotic-type",143,361
Pfam,UPI000005300B,"DNA topoisomerase I, catalytic core, eukaryotic-type",364,589
Pfam,UPI000005300B,Topoisomerase I C-terminal domain,699,769
Pfam,UPI000013BBF1,"RNase L inhibitor RLI-like, possible metal-binding domain",46,80
Pfam,UPI000013BBF1,"16S/18S rRNA aminocarboxypropyltransferase Tsr3, C-terminal",84,210
Pfam,UPI000012620B,"P5B-type ATPase, N-terminal",306,435
Pfam,UPI000012620B,,553,759
Pfam,UPI000012620B,,929,970
Pfam,UPI0000053070,V-type ATPase subunit E,23,223
Pfam,UPI000006AA65,Zn(2)Cys(6) fungal-type DNA-binding domain,30,65
Pfam,UPI000006B911,"Membrane protein SUR7/Rim9-like, fungi",7,175
Pfam,UPI000013BD32,Small GTPase,9,171
Pfam,UPI000013BC65,"Programmed cell death protein 2, C-terminal",295,404
Pfam,UPI0000136F1C,Rhodanese-like domain,183,291
Pfam,UPI0000130C87,Mitochondrial import receptor subunit Tom6,17,61
Pfam,UPI000013BCA3,Uncharacterised protein family UPF0220,8,178
Pfam,UPI0000168415,"Calcium channel YVC1-like, C-terminal transmembrane domain",260,541
Pfam,UPI0000168415,"YVC1, N-terminal linker helical domain",35,225
Pfam,UPI000006B390,Pyridoxamine kinase/Phosphomethylpyrimidine kinase,33,283
Pfam,UPI000006B390,Thiaminase-2/PQQC,340,550
Pfam,UPI000006B998,Sterile alpha motif domain,450,507
Pfam,UPI000006A66D,"Transcriptional protein SWT1, C-terminal domain",333,449
Pfam,UPI000006A66D,PIN domain,132,274
Pfam,UPI000012DF36,Protein kinase domain,43,329
Pfam,UPI0000052DEB,"Myc-type, basic helix-loop-helix (bHLH) domain",181,266
Pfam,UPI000006BDBA,"DEK, C-terminal",6,53
Pfam,UPI000006BDBA,SWIB/MDM2 domain,123,193
Pfam,UPI000004F904,DEAD/DEAH box helicase domain,791,962
Pfam,UPI000004F904,"Sir1, ORC-binding domain",10,88
Pfam,UPI000004F904,"Helicase, C-terminal domain-like",1030,1133
Pfam,UPI000006C18D,PQ-loop repeat,13,70
Pfam,UPI000013796E,"Ubiquitin-conjugating enzyme E2, catalytic core domain",12,148
Pfam,UPI00001380F3,Target SNARE coiled-coil homology domain,226,278
Pfam,UPI00001380F3,"Syntaxin, N-terminal domain",28,178
Pfam,UPI0000138FA8,WD40 repeat,255,273
Pfam,UPI000006BC7F,"Helicase, C-terminal domain-like",1447,1558
Pfam,UPI000006BC7F,"SNF2, N-terminal",946,1279
Pfam,UPI000013C0CD,Peptidase S8 propeptide/proteinase inhibitor I9,70,167
Pfam,UPI000013C0CD,Peptidase S8/S53 domain,204,441
Pfam,UPI000006B966,"Integrase, catalytic core",663,763
Pfam,UPI000006B966,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1487
Pfam,UPI000006B966,Ty transposon capsid protein,17,400
Pfam,UPI000005311A,WD40 repeat,368,404
Pfam,UPI000005311A,NLE,8,72
Pfam,UPI00000697B5,,193,212
Pfam,UPI00000697B5,rRNA-processing protein Fcf1/Utp23,51,150
Pfam,UPI000013BCA9,"Putative peptidase domain, HRXXH",10,248
Pfam,UPI00006A7833,Peptidase M20,166,572
Pfam,UPI00006A7833,"Peptidase M20, dimerisation domain",290,430
Pfam,UPI00000698D4,Flavoprotein,293,566
Pfam,UPI0000053075,"V-type ATPase, V0 complex, 116kDa subunit family",32,822
Pfam,UPI0000138B8A,Phox homology,141,223
Pfam,UPI0000052FC1,"Sorting nexin/Vps5-like, C-terminal",440,672
Pfam,UPI0000052FC1,Phox homology,312,390
Pfam,UPI000006962E,Transcription factor Nrm1/Whi5,181,205
Pfam,UPI0000069AF3,Zn(2)Cys(6) fungal-type DNA-binding domain,53,90
Pfam,UPI000006A7AF,TMEM115/Pdh1/Rbl19,72,170
Pfam,UPI000012983D,Peptidase family M49,157,710
Pfam,UPI000158DCFA,"ABC transporter-like, ATP-binding domain",46,214
Pfam,UPI000158DCFA,ABC transporter family G domain,897,962
Pfam,UPI000158DCFA,"ABC-2 type transporter, transmembrane domain",1021,1217
Pfam,UPI000013BD0D,Nucleoside triphosphate pyrophosphatase Maf-like protein,21,225
Pfam,UPI000004F96B,,13,174
Pfam,UPI000006AC48,Ty transposon capsid protein,17,400
Pfam,UPI000006BD8C,Ty transposon capsid protein,17,400
Pfam,UPI000006BD8C,"Integrase, catalytic core",663,763
Pfam,UPI000006BD8C,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1489
Pfam,UPI000006A53C,Ty transposon capsid protein,17,400
Pfam,UPI00000696BD,"Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain",455,532
Pfam,UPI00000696BD,"Integrase, catalytic core",659,759
Pfam,UPI00000696BD,Ty transposon capsid protein,17,396
Pfam,UPI00000696BD,"Reverse transcriptase, RNA-dependent DNA polymerase",1296,1470
Pfam,UPI000006A2FC,Protein of unknown function DUF468,1,47
Pfam,UPI000006BEE5,Mpv17/PMP22,243,303
Pfam,UPI0000069C39,"Histidine phosphatase superfamily, clade-1",19,206
Pfam,UPI000006BFB0,AMMECR1 domain,62,218
Pfam,UPI000004F9FD,"Leader peptide, Arg-2/CPA1",2,24
Pfam,UPI000006A2C7,C2 domain,859,952
Pfam,UPI000006B2ED,Ty transposon capsid protein,17,396
Pfam,UPI000006A8DE,Ty transposon capsid protein,17,396
Pfam,UPI000006A8DE,"Integrase, catalytic core",659,759
Pfam,UPI000006A8DE,"Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain",455,532
Pfam,UPI000006A8DE,"Reverse transcriptase, RNA-dependent DNA polymerase",1296,1470
Pfam,UPI000006BCE5,SWIRM domain,284,354
Pfam,UPI000006A32E,"TRP, C-terminal",205,652
Pfam,UPI000006A32E,ML-like domain,60,199
Pfam,UPI000006AEAF,Velum formation protein 1-like,7,205
Pfam,UPI000006C2D4,Pentatricopeptide repeat,241,268
Pfam,UPI0000069E5F,Ty transposon capsid protein,17,396
Pfam,UPI000012583B,Glycosyltransferase 2-like,76,246
Pfam,UPI000005319C,THIF-type NAD/FAD binding fold,16,343
Pfam,UPI000006AF16,Iron-regulated transcriptional activator AFT,51,137
Pfam,UPI000006996E,Mitochondrial substrate/solute carrier,724,814
Pfam,UPI0000126063,Actin family,6,461
Pfam,UPI00001D47B1,"Zinc finger, RING-type",3,48
Pfam,UPI000012A24B,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal",25,197
Pfam,UPI000012A24B,"Electron transfer flavoprotein, alpha subunit, C-terminal",220,301
Pfam,UPI000016842E,Aldehyde dehydrogenase domain,36,496
Pfam,UPI00000530A7,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",48,609
Pfam,UPI000006C6AE,"Atg29, N-terminal",9,62
Pfam,UPI0000125D2D,Major intrinsic protein,51,262
Pfam,UPI0000110DB7,"Chorismate mutase II, prokaryotic-type",143,246
Pfam,UPI0000125394,Rhodanese-like domain,9,117
Pfam,UPI000004F975,"ATP synthase, F0 complex, subunit B/MI25",75,237
Pfam,UPI00001267B5,"Spindle pole body component Bbp1, C-terminal",218,383
Pfam,UPI00001267B5,"Spindle pole component Bbp1, N-terminal",10,170
Pfam,UPI00001265E4,"ATP synthase, F0 complex, subunit G, mitochondrial",15,113
Pfam,UPI0000126890,Rho GTPase-activating protein domain,927,1091
Pfam,UPI0000126890,Phox homology,541,622
Pfam,UPI0000126890,Pleckstrin homology domain,636,738
Pfam,UPI0000125395,Bile acid:sodium symporter/arsenical resistance protein Acr3,78,275
Pfam,UPI000006BF77,Polyprenyl synthetase-like,21,269
Pfam,UPI000016843C,Glutamine amidotransferase type 2 domain,47,166
Pfam,UPI000016843C,Asparagine synthase,212,385
Pfam,UPI000006B8CF,"Autophagy-related protein 13, N-terminal",15,264
Pfam,UPI000006B0AE,PROPPIN,268,407
Pfam,UPI0000053107,"Cyclin, C-terminal domain 2",213,343
Pfam,UPI0000053107,"Cyclin, N-terminal",127,209
Pfam,UPI0000126232,"Glycoside hydrolase family 65, C-terminal",848,900
Pfam,UPI0000126232,"Glycoside hydrolase, family 65, central catalytic",476,694
Pfam,UPI0000126232,"Glycoside hydrolase, family 65, N-terminal",140,413
Pfam,UPI0000168439,"Peptidase M16, N-terminal",36,179
Pfam,UPI00000530F7,Gemin2/Brr1,157,337
Pfam,UPI000016842B,ALIX V-shaped domain,481,703
Pfam,UPI000016842B,BRO1 domain,6,386
Pfam,UPI0000052EC6,Ureohydrolase,15,327
Pfam,UPI0000052EC7,"Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",808,928
Pfam,UPI0000052EC7,"Aminoacyl-tRNA synthetase, class Ia",194,769
Pfam,UPI0000052EC7,"Leucine--tRNA ligase, RagD-binding domain",953,1007
Pfam,UPI0000127E12,"Conserved oligomeric Golgi complex subunit 4, C-terminal",602,850
Pfam,UPI0000127E12,"COG4 transport protein, middle alpha-helical bundle",220,525
